OPS,temp,precip,wind_spd,humidity,pressure,cloud,visibility,uv
0.56403941,68,0.0,7.605596,60,999.8,0,8.7,2
0.92857143,60.1,0.0,12.974252,61,953.7,87,9.9,0.8
0.60389611,50.7,0.0,12.079476,76,976.5089,99,,0.6
1.09198606,89.1,0.0,18.119214,7,963.2,87,9.9,0.6
0.95781147,52,0.120473,40.936002,89,1001.3,100,0,0.6
0.61072261,90,0.0,31.093466,10,964.2,0,9.9,1.8
0.55502846,64.9,0.0,23.040482,34,998.8,0,9.9,1.1
0.60446248,57.4,0.0,29.974996,46,989.50616,0,,2
0.73321709,57.9,0.0,40.936002,55,987.44745,15,,1.8
0.39338235,46.4,0.0,48.988986,93,1001,100,8.7,0.7
0.50556439,60.1,0.0,20.579848,29,988.6,0,9.9,0.7
0.53333333,81.9,0.0,28.632832,21,972.7,25,9.9,2.3
0.23271889,57,0.0,20.579848,74,1007.8,45,,1.5
0.73232323,77,0.0,20.579848,69,1000.9,25,6.8,1
0.51838235,52,0.047244,18.119214,82,963.8,100,9.9,1.3
0.56575683,80.1,0.0,15.434886,52,1010.9,0,9.9,2.9
0.52020202,82,0.0,23.040482,48,1015.3,0,9.9,1.6
0.77521008,59.4,0.0,18.119214,68,1015.8,94,,0.8
0.73333333,64,0.0,18.119214,39,1015.2,25,9.9,0.8
0.44009216,59,0.0,23.040482,28,993.3,0,9.9,0.8
0.91851852,64,0.0,18.119214,39,1015.2,25,9.9,0.8
1.12690952,63,0.0,15.434886,33,1004.8,0,9.9,0.9
0.66873065,87.1,0.0,38.475368,13,964.5,87,9.9,0.6
1.0743034,61,0.0,10.513618,67,1005.5,100,9.9,0.6
0.57002457,80.6,0.0,18.119214,74,1002.9,100,3.7,0.9
0.94711538,50,0.0,23.040482,81,1008.4,24,8.7,1.9
0.46403941,48.2,0.0,20.579848,49,995.95135,96,,0.7
0.5012407,35.1,0.0,36.014734,63,985.7,100,9.9,0.7
0.6,59.4,0.0,18.119214,68,1015.8,94,,0.8
1.09170654,54.1,0.0,20.579848,65,1007.9,0,,2.2
0.87645687,85.3,0.0,18.119214,21,977.9,87,9.9,2
0.89368771,66.9,0.0,7.605596,38,971,25,9.9,1
0.24080882,52.7,0.0,25.948504,43,997.1413,73,,1
0.53571429,46,0.0,25.501116,65,988,100,9.9,0.9
0.68432055,68,0.84567,44.067718,100,1003.6,100,5,0.8
0.43529412,61,0.0,33.5541,32,1003.5,0,9.9,0.9
0.91463415,41,0.0,28.632832,68,995.84973,93,,0.7
1.09752322,55.4,0.0,20.579848,47,1003.2,44,8.7,1.7
0.8088578,60.1,0.0,25.501116,47,966.8,0,9.9,1.4
0.7745098,64.4,0.115748,15.434886,82,976.6,100,6.8,0.9
0.48076923,46,0.0,25.501116,65,988,100,9.9,0.9
0.5882353,81,0.0,23.040482,39,1016,0,9.9,1.7
0.92710893,55.9,0.0,28.632832,32,993.3,0,9.9,0.9
0.94312394,61,0.0,7.605596,53,1007.8,0,9.9,1.4
0.85143288,66,0.0,23.040482,50,1011.4,100,9.9,0.7
0.80397022,40.1,0.0,25.501116,57,995.6485,98,,0.7
0.48888889,57.2,0.0,20.579848,66,1012.6,1,,2.2
0.81148649,61.5,0.0,31.093466,41,1005.2,45,,1.5
0.90962838,61,0.0,7.605596,62,1008.2,0,9.9,1.3
0.58455598,44.1,0.0,33.5541,53,964.5,100,9.9,1
0.60375939,43.7,0.0,12.974252,67,994.8715,73,,1
0.91963109,59,0.0,33.5541,57,1013.7,25,9.9,2.2
0.84478935,68.7,0.0,33.5541,36,972.3,87,9.9,2.6
0.7047619,50,0.0,20.579848,53,987.4,100,9.9,0.7
0.7486631,57.9,0.0,20.579848,34,989.6,0,9.9,0.8
0.4916388,60.1,0.0,31.093466,46,1003.9,7,,2.1
0.65765765,75.9,0.0,12.974252,76,1012.3,87,9.9,0.9
0.5224359,60.1,0.0,31.093466,46,1003.9,7,,2.1
0.86348684,55.9,0.0,36.014734,41,1003.3,87,9.9,1
0.86348684,73.9,0.0,18.119214,20,1019.6,0,9.9,2.2
0.7016129,79.9,0.0,23.040482,67,1009.9,56,,1.7
0.51904762,57.4,0.0,28.632832,44,1006.9,46,,1.5
0.70631666,64,0.0,20.579848,64,1013.1,25,9.9,1.9
0.96907994,60.1,0.0,18.119214,42,994.5,50,9.9,1.4
0.36818687,48,0.028346,12.974252,70,998.3,100,3.7,0.7
0.55765765,38.7,0.0,12.974252,71,991.8315,38,,1.5
0.70036765,55.9,0.0,40.936002,69,1012.3,25,9.9,2.2
0.71034483,42.1,0.0,20.579848,79,991.98254,1,,2
0.48897059,60.8,0.0,12.974252,100,989.8,100,1.9,0.8
0.92123552,68,0.0,20.579848,54,1009.1,25,9.9,2
1.37593985,44.4,0.0,12.974252,70,992.132,55,,1.3
0.95623342,44.6,0.0,15.434886,36,829.5,50,9.9,1.7
0.77749843,53.1,0.047244,7.605596,73,994.9,100,9.9,1.4
0.52884615,44.6,0.0,15.434886,36,829.5,50,9.9,1.7
0.38285714,55,0.0,10.513618,68,989.6,100,9.9,1.8
0.86666667,55,0.0,10.513618,68,989.6,100,9.9,1.8
1.02222222,62.1,0.0,28.632832,62,1013,25,9.9,2.2
0.78535353,44.2,0.0,4.921268,44,992.0716,63,,1.2
0.26666666,77,0.0,15.434886,20,1019.2,0,9.9,2.2
1.03362573,59.5,0.0,23.040482,51,1008.6,93,,0.8
0.67142857,57,0.0,28.632832,41,1007.7,100,9.9,0.7
0.50446429,59,0.0,20.579848,44,997.4,0,9.9,1.7
1.01120448,48.2,0.0,12.079476,65,1006.5,83,,0.8
0.90737564,84.6,0.0,28.632832,57,1010.5,1,,2.7
0.51597051,54,0.0,20.579848,45,1003.4,100,9.9,0.7
0.31556949,64,0.0,18.119214,64,1012.8,25,9.9,1.8
0.74761904,78.1,0.0,10.513618,21,1016.5,0,9.9,2.2
0.58610038,64,0.0,28.632832,25,993.9,0,9.9,1.6
0.44497607,68,0.0,15.434886,25,996.4,0,9.9,2.6
0.43921568,61,0.0,6.039738,36,1004.8,100,9.9,1.5
0.68121442,79,0.0,31.093466,24,1012.8,0,9.9,2
0.73648649,46.6,0.0,31.093466,39,986.4698,46,,1.4
0.76923077,58.5,0.0,4.026492,51,1006.4,67,,1.1
0.82961125,60.1,0.0,20.579848,31,987.6,25,9.9,2.4
0.69411765,64,0.0,25.501116,57,1015,25,9.9,2.3
0.73571428,63,0.0,18.119214,36,1009.4,87,9.9,1.1
0.39230769,58.5,0.0,4.026492,51,1006.4,67,,1.1
0.91353383,60.1,0.092126,12.974252,29,987.67957,80,,0.9
0.27586206,82.2,0.0,33.5541,70,1011.4,56,,1.7
0.33908046,55.4,0.0,15.434886,24,826.9,87,9.9,1.5
0.65277778,63.5,0.0,12.974252,43,1010.2,54,,1.4
0.61866359,71.1,0.0,7.605596,27,1019.9,87,9.9,1.1
0.5247678,61,0.0,25.501116,49,1009.1,87,9.9,1.9
0.60558069,60.8,0.0,18.119214,58,1009.9,18,,2
1.18421053,59.4,0.0,16.105968,45,1006.21,99,,0.6
0.6879085,84,0.0,10.513618,29,1009.1,0,9.9,2.1
0.29282407,68,0.0,10.513618,67,1013.8,25,9.9,2
0.42083333,48.9,0.0,38.475368,47,990,25,9.9,0.8
0.60446248,73.9,0.0,16.105968,27,1006.1,0,9.9,1.8
0.68768473,72.5,0.0,28.632832,30,1009.9,18,,2
0.79722222,43,0.0,12.974252,42,994.6,87,9.9,2.4
0.37647059,62.1,0.0,18.119214,64,1011.8,87,9.9,1.4
0.69562243,39.9,0.0,36.014734,64,994.7,100,9.9,0.8
0.67543859,81.5,0.0,25.501116,73,1012.2,98,,0.9
0.9704301,55.9,0.0,51.44962,71,1007.9,87,9.9,1
0.43697479,37.4,0.0,23.040482,51,995.5857,100,,0.6
0.57272727,55.9,0.0,51.44962,71,1007.9,87,9.9,1
0.13571429,70,0.0,12.974252,24,1018.2,0,9.9,2.3
0.78787879,71.6,0.0,12.079476,52,1009.2,67,,1.1
0.95686274,64.9,0.0,20.579848,62,1007.7,0,9.9,1.6
0.61072261,57.9,0.0,31.093466,66,992.2,100,9.9,1.2
0.87619047,72,0.0,28.632832,32,1010.8,25,9.9,1.9
0.90466532,32,0.0,20.579848,50,829.7,25,9.9,1.7
1.01217391,43,0.0,28.632832,34,993.1,100,9.9,1.3
0.96834457,55,0.0,36.014734,68,1008.6,87,6.8,1.9
0.94197138,45,0.0,18.119214,35,995.9,50,9.9,0.8
0.93665541,30.2,0.0,10.513618,92,825.5,100,1.2,0.7
0.63636363,61,0.0,18.119214,62,1012.1,100,9.9,0.6
0.40969899,43,0.0,28.632832,34,993.1,100,9.9,1.3
0.98888889,36,0.047244,14.54011,58,996.5316,63,,1.2
0.76522436,37.9,0.0,7.605596,85,1002.9,100,8.1,2.1
0.69696969,79.5,0.27874,7.605596,82,1013.9,100,,0.9
0.90840841,62.1,0.0,18.119214,64,1007.7,100,9.9,1.2
0.83333333,56.7,0.162992,23.935258,76,998.4,96,,0.7
0.89124839,48.9,0.0,54.133948,45,1006.4,100,9.9,0.9
0.41428571,51.1,0.0,36.014734,38,1009.5,7,,2.2
0.45858762,48,0.0,18.119214,49,999.4,25,9.9,0.9
1.0814394,51.1,0.0,28.632832,33,1002.5,0,9.9,2.8
0.57603687,54.7,0.0,10.06623,39,993.4608,70,,1.1
0.7035473,60.1,0.0,7.605596,66,1006.8,100,9.9,0.7
0.66302952,44.4,0.0,40.041226,35,1003.7,54,,1.3
0.51904762,50,0.0,25.501116,82,1012.2,98,,0.8
0.56871345,46.9,0.0,44.067718,49,996,87,9.9,1.8
0.87844611,64.4,0.0,54.133948,77,1006.6,87,8.1,0.9
0.69444444,48.9,0.0,18.119214,31,993.5,87,9.9,1.3
1.425,57.4,0.0,28.632832,35,991.5911,100,,0.7
0.85413534,57.6,0.0,29.974996,30,1007.2,0,,2
0.59795322,75.2,0.092126,44.067718,88,1004.7,84,5,1.1
0.99099099,50,0.0,10.513618,43,819.25,81,9.9,1.6
0.5256167,63,0.0,38.475368,26,992.5,25,9.9,2.5
0.89493087,67.1,0.0,15.434886,30,983.85,91,9.9,2.1
0.66078432,60.1,0.0,15.434886,55,998.8,100,9.9,0.7
0.86532508,64.9,0.0,46.528352,16,1010.8,25,9.9,2.2
0.48294931,55,0.0,23.040482,56,997.22,0,9.9,1.1
0.97748593,57.4,0.0,28.632832,35,992.4424,95,,0.7
0.43711967,64,0.0,18.119214,60,1009.5,100,9.9,0.7
0.58677098,63.5,0.0,18.119214,41,1014.6,100,,0.7
0.4809221,82,0.0,12.974252,58,1018.15,23,9.9,1.2
0.57142857,48,0.0,4.026492,79,979.8,100,9.9,1.1
0.81919851,51.8,0.0,23.040482,78,1014.2,98,,0.8
0.53274682,68.9,0.0,14.092722,28,1009.7,100,,0.6
0.53839286,61,0.023622,40.936002,29,1011.8,100,9.9,0.7
0.3,55,0.092126,10.513618,61,987.8,100,9.9,0.8
0.78168498,61,0.0,12.974252,67,1007.8,87,9.9,1.9
0.69814241,52.2,0.0,4.921268,81,986.6732,52,,1.4
0.65535714,52.2,0.0,4.921268,81,987.54865,49,,1.4
0.32903226,57.9,0.047244,20.579848,51,998.11,100,9.9,0.8
0.51470588,57,0.0,25.501116,83,996.5,87,9.9,0.8
0.65840841,60.1,0.115748,10.513618,55,1012.4,100,,0.7
0.64154412,82,0.0,40.936002,74,1012,0,9.9,3
0.51008065,54.3,0.047244,25.501116,80,1013.2,100,,0.7
0.31818182,50,0.0,25.501116,31,982.7,50,9.9,2.4
1.35714286,80.6,0.0,36.014734,36,1007.1,0,9.9,2.8
0.73232323,64.4,0.0,12.974252,22,817.91,5,9.9,0.7
0.68095238,54,0.0,4.921268,74,1009.5,72,,1.2
0.54056795,77,0.0,36.014734,50,1005.3,0,9.9,2.8
0.97575758,65.3,0.0,25.501116,49,1007.6,81,,1
0.76286765,50,0.0,28.632832,63,999,9,9.9,2.5
0.0,66.7,0.0,33.5541,46,976.9,25,9.9,2.9
1.13702074,75.2,0.0,33.5541,15,813.2,50,9.9,1.8
0.35416667,38.7,0.0,33.5541,63,997.6326,36,,1.6
0.40625,82,0.0,15.434886,48,1012,0,9.9,1.8
0.58080808,42.1,0.0,28.632832,54,983.1,100,9.9,0.8
0.82862903,64,0.0,23.040482,44,1001.2,0,9.9,1.2
0.69004525,53.8,0.0,19.908766,80,1004.2,100,,0.6
0.21428572,66.7,0.0,33.5541,46,976.9,25,9.9,2.9
0.85797342,62.1,0.0,10.513618,60,1003.8,0,9.9,0.7
1.00075758,38.7,0.0,33.5541,63,998.5209,33,,1.6
0.34879032,55,0.0,23.040482,28,994.4,0,9.9,2.6
0.89959432,62.1,0.0,28.632832,47,1004.7,87,9.9,1.6
0.62745098,61,0.0,10.513618,53,1003.8,0,9.9,1.9
0.9235023,66,0.0,20.579848,34,1016.4,0,,2.3
0.23271889,77,0.0,23.040482,40,992.8,0,9.9,0.7
0.78947368,50,0.0,33.5541,63,997,0,9.9,0.9
0.51612904,50.2,0.0,28.632832,51,982.7302,9,,2
0.94285714,55.2,0.0,31.093466,64,1011.1,65,,1.3
0.98739496,77.4,0.0,18.119214,38,979.9,87,9.9,1.4
0.83397684,75.2,0.0,38.475368,64,1003.6,0,9.9,1.4
0.77857143,51.1,0.0,28.632832,44,994.8,0,9.9,0.8
0.47132617,84,0.0,18.119214,52,1015,0,9.9,2.8
0.5625,78.8,0.0,38.475368,41,987.4,0,9.9,0.9
1.01658986,46.4,0.0,38.475368,54,1002.2,88,8.7,0.9
0.55108359,84.2,0.0,40.936002,31,984.44495,86,,0.9
0.99642857,43,0.0,40.936002,72,985.2886,63,,1.2
0.57157258,81,0.0,28.632832,29,966.5,0,9.9,1.1
0.60267857,77,0.27874,31.093466,83,1003.6,0,6.8,0.9
0.58306452,63,0.0,15.434886,50,1006.8,0,9.9,2.1
0.81611722,79.9,0.0,12.974252,43,980.2,87,9.9,1.8
0.53972154,77.5,0.0,7.605596,57,1010.8,9,,2.2
0.93358634,75.2,0.27874,31.093466,73,987.4,87,9.9,0.9
0.76768293,59,0.0,31.093466,60,1015,0,,2.4
0.86718146,86,0.0,7.605596,46,1017,50,9.9,3
1.00961538,82.9,0.0,40.936002,28,987.7,0,9.9,1.1
0.77777777,79,0.0,23.040482,54,993.5,0,9.9,0.7
0.5483871,72,0.0,20.579848,19,968.8,50,9.9,1.5
0.5625,60.1,0.0,18.119214,29,1013.1,87,9.9,1.7
0.72321429,73,0.092126,28.632832,31,974,50,9.9,1.5
0.76010101,71.1,0.070866,18.119214,81,994.5,100,9.9,0.7
0.29462365,85.1,0.0,12.974252,56,1007.5,100,,0.7
0.46306818,77,0.0,36.014734,57,988.3,100,9.9,0.8
1.34761905,80.4,0.0,18.119214,44,978.2,87,9.9,1.7
0.81428572,78.1,0.0,38.475368,51,965.5,0,9.9,0.8
0.62335526,78.8,0.0,31.093466,78,999.2,100,3.7,0.9
0.76666666,82.9,0.0,10.513618,54,1016,0,9.9,2.8
0.86186931,79,0.0,7.605596,24,1008.5,0,9.9,2.1
0.28354978,73.9,0.0,18.119214,44,1005.7,87,9.9,0.7
0.78402904,68.7,0.0,23.040482,56,1019,0,,2.4
0.58874459,78.8,0.0,7.605596,65,985.4,50,9.9,0.9
0.625,51.8,0.047244,15.434886,87,999.3,57,8.7,1.7
0.59375,43.9,0.0,18.119214,78,990.14636,80,,1
0.71666667,66.2,0.13937,38.475368,100,994.8,87,9.9,0.8
0.46394687,71.1,0.0,44.067718,47,1000.2,50,9.9,1.7
0.50319285,47.8,0.0,28.632832,64,988.4252,54,,1.4
0.60434783,52.7,0.0,12.974252,73,988.7706,68,,1.1
0.61402027,82.9,0.0,25.501116,65,1016,0,9.9,2.7
0.94256757,91,0.0,10.513618,12,975.6,25,9.9,1.9
0.60089286,80.6,0.070866,12.974252,74,999.7,100,,0.7
0.63063063,75.7,0.0,23.040482,64,976.6,87,9.9,0.9
1.21048321,52.7,0.0,12.974252,73,988.7706,68,,1.1
0.24047619,78.1,0.092126,29.527608,85,1003.26,60,3.1,0.9
0.90902255,96.1,0.0,7.605596,8,972,50,9.9,1.9
0.7204301,61,0.0,38.475368,42,1007.5,53,,1.5
0.4847973,66.2,0.023622,12.974252,82,998.54,100,9.9,0.9
0.32589286,63,0.0,61.963238,32,1002.7,87,9.9,1.4
0.66543779,75.9,0.0,12.974252,48,1014.5,25,9.9,2.1
0.90555556,64.9,0.0,36.014734,32,1000.5,0,9.9,2.9
0.49420849,48.9,0.0,36.014734,58,966.8,87,9.9,2.1
0.64746544,42.6,0.0,25.501116,42,1000.01,83,,0.9
0.9902439,64,0.0,20.579848,60,1018.9,50,9.9,2.1
0.5160473,82,0.0,23.040482,54,1015.7,0,9.9,1
0.52102102,44.1,0.0,15.434886,58,1000.8564,5,,2.1
1.33508772,48.2,0.0,72.029468,36,1001.1,40,8.7,2.3
0.57232143,57,0.0,38.475368,74,1016,87,9.9,0.8
1.30722154,64.9,0.0,28.632832,22,994.3,87,9.9,0.8
0.95626577,60.1,0.0,7.605596,20,988,0,9.9,0.8
0.66586538,64,0.0,10.513618,18,1006.8,0,9.9,1.9
0.63071896,66,0.0,33.5541,17,1012.1,50,9.9,2.3
0.82670906,96.1,0.0,38.475368,7,965.8,87,9.9,0.7
0.65740741,64.9,0.0,48.541598,36,983.4905,15,,2
0.8015873,48.2,0.023622,31.093466,61,998.4,68,8.7,1.3
0.50822368,71.1,0.0,33.5541,36,996.2,0,9.9,2.9
0.76208378,86.4,0.0,38.475368,27,978.68085,32,,1.7
0.57657657,84.9,0.0,38.475368,17,967.6,25,9.9,1.3
0.59633699,57.9,0.0,15.434886,59,1018.2,87,9.9,1.1
0.36213235,84,0.0,25.501116,60,1013.3,0,9.9,2.8
1.06254827,69.8,0.023622,15.434886,73,990.4,0,9.9,0.9
0.88461538,69.1,0.0,10.513618,23,1013.2,38,,1.8
0.75357143,57.9,0.0,61.963238,71,1012.3,50,9.9,2.3
0.63233082,63,0.0,38.475368,26,968.1,0,9.9,2.6
0.76190476,63,0.0,23.040482,67,1012.8,100,9.9,0.7
0.87878788,90,0.0,40.936002,8,959.6,0,9.9,1.9
0.7761438,84.2,0.0,31.093466,47,976.46014,64,,1.2
0.51410658,75.9,0.0,28.632832,34,963.2,0,9.9,0.8
0.68817204,82,0.0,23.040482,66,1012.6,0,9.9,2
0.37903226,75.9,0.0,36.014734,49,981.4307,96,,0.7
0.50347222,61,0.0,0.0,42,1020.6,50,9.9,1.4
0.29670329,81,0.0,12.974252,30,1000.4,0,9.9,0.8
1.2893617,71.1,0.023622,28.632832,49,991.9,50,9.9,0.9
0.7934066,82,0.0,40.936002,30,1005.7,87,9.9,0.8
0.95441176,66,0.0,36.014734,56,1008.3,25,9.9,2.4
0.88270676,51.8,0.092126,25.501116,66,999.2,91,8.7,0.9
0.59285714,64,0.0,18.119214,67,1009.8,87,9.9,0.7
0.72727272,80.6,0.0,25.501116,50,978.8,0,9.9,1.5
0.86511156,80.6,0.0,28.632832,30,1007.1,100,,0.7
1.21235521,63,0.092126,18.119214,58,968.6,100,9.9,0.8
